ID,FIELD
IT\ICCU\MSM\0170384,Finché splende in cielo il sole
IT\ICCU\MSM\0170385,Sinfonia ...
IT\ICCU\MSM\0170387,Non si ch'ella ch'io lassaje
IT\ICCU\MSM\0170388,Scuote e fa guerra
IT\ICCU\MSM\0170396,Della vita nel sentiero
IT\ICCU\MSM\0170397,Amor gli acuti strali
IT\ICCU\MSM\0170522,"Caro Gaspero, io prevedo"
IT\ICCU\MSM\0170523,Cara altezza una parola
IT\ICCU\MSM\0170524,Costanza tranquilla
IT\ICCU\MSM\0170404,Sinfonia ...
IT\ICCU\MSM\0170536,Scelta]
IT\ICCU\MSM\0170538,Tutto il mondo è un gran teatro
IT\ICCU\MSM\0170542,Prendi lo sgrigno è questo
IT\ICCU\MSM\0170544,Scelta]
IT\ICCU\MSM\0170545,Germe d'Illustri Eroi
IT\ICCU\MSM\0170546,Dunque non senti oh barbaro
IT\ICCU\MSM\0170547,Ti giura il labro e il cuore
IT\ICCU\MSM\0170548,Se alla Patria ognor donai
IT\ICCU\MSM\0170717,Divertimento
IT\ICCU\MSM\0170939,Ouverture ?
IT\ICCU\MSM\0170940,Sinfonia
IT\ICCU\MSM\0170945,Ouverture ?
IT\ICCU\MSM\0170949,Ouverture ?
IT\ICCU\MSM\0170950,Ouverture ?
IT\ICCU\MSM\0170955,Ouverture ?
IT\ICCU\MSM\0170956,Ouverture ?
IT\ICCU\MSM\0170958,Ouverture ?
IT\ICCU\MSM\0170959,Ouverture ?
IT\ICCU\MSM\0170960,Ouverture ?
IT\ICCU\MSM\0170961,Ouverture ?
IT\ICCU\MSM\0170964,Ouverutre
IT\ICCU\MSM\0171140,Atto 1. Scelta
IT\ICCU\MSM\0170057,Marcia
IT\ICCU\MSM\0170205,"Cessi omai l'applauso, il canto"
IT\ICCU\MSM\0170206,Son dolci i sospiri
IT\ICCU\MSM\0170207,Dov'è dov'è il cimento
IT\ICCU\MSM\0170389,Del fiero tuo dolore
IT\ICCU\MSM\0170518,Nell'orror di notte oscura
IT\ICCU\MSM\0170519,Torno a voi senza conforto
IT\ICCU\MSM\0170520,Bel piacer saria d'un core
IT\ICCU\MSM\0170937,La baldanza del tuo orgoglio
IT\ICCU\MSM\0171127,Soave sia il vento
IT\ICCU\MSM\0171298,Je t'aime plus que moi
IT\ICCU\MSM\0171300,Oh! vous avez des droits superbes
IT\ICCU\MSM\0171301,Oui c'est demain
IT\ICCU\MSM\0171302,SI DES TRISTES CYPRES
IT\ICCU\MSM\0171311,Atto 2°
IT\ICCU\MSM\0171312,Atto 3.
IT\ICCU\MSM\0171313,Sinfonia atto 1.
IT\ICCU\MSM\0170197,Sinfonia ...
IT\ICCU\MSM\0170209,Questo Sol che sì funesto
IT\ICCU\MSM\0170367,Allegro vivace
IT\ICCU\MSM\0170898,Jesu dulcis memoria
IT\ICCU\MSM\0171109,Sinfonia ...
IT\ICCU\MSM\0171110,Fummo i primi
IT\ICCU\MSM\0170926,Voi che sapete che cosa è amor
IT\ICCU\MSM\0170928,Venite inginocchiatevi
IT\ICCU\MSM\0171274,Un seul instant
IT\ICCU\MSM\0171285,"Adieu Marthon, adieu Lisette"
IT\ICCU\MSM\0171287,Venez jouir d'un sort si beau
IT\ICCU\MSM\0171289,Tout mon bonheur atto 2.
IT\ICCU\MSM\0171290,Quand on fut toujours vertueux
IT\ICCU\MSM\0171291,Oh! c'en est fait
IT\ICCU\MSM\0171293,Du malheur auguste victime atto 2.
IT\ICCU\MSM\0171296,"Héros français, peuple brillant"
IT\ICCU\MSM\0171297,Songe enchanteur
IT\ICCU\MSM\0171303,*Oh ciel! dois-je en croire mes yeux?
IT\ICCU\MSM\0171304,Depuis longtems j'ai le désir
IT\ICCU\MSM\0171305,Jurons de les aimer toujours
IT\ICCU\MSM\0171306,Ah! qu'il est bean le mariage
IT\ICCU\MSM\0171307,Tu m'aimeras toute la vie
IT\ICCU\MSM\0171310,Soiez sensibles
IT\ICCU\MSM\0169136,Quando o core a te ridenti
IT\ICCU\MSM\0169137,No! fuggirò per sempre
IT\ICCU\MSM\0171749,In locanda m'hai portata
IT\ICCU\MSM\0171765,Se tu la reggi al volo
IT\ICCU\MSM\0171766,Tacerò se tu lo brami
IT\ICCU\MSM\0171767,Son Regina e sono Amante
IT\ICCU\MSM\0171768,Al caro idol mio
IT\ICCU\MSM\0171769,Nel duol che prova l'alma smarrita
IT\ICCU\MSM\0170203,Che farò coi figli miei
IT\ICCU\MSM\0170359,Quae moerebat
IT\ICCU\MSM\0170504,A me parla ti avvicina
IT\ICCU\MSM\0171106,Sinfonia ...
IT\ICCU\MSM\0171111,EI FRA GLI ESTREMI ANELITI
IT\ICCU\MSM\0171256,Qu'on est heureux de trouver
IT\ICCU\MSM\0171257,O Richard! o mon Roi
IT\ICCU\MSM\0171258,Ah! quel plaisir
IT\ICCU\MSM\0171259,Ah! jeunes filles
IT\ICCU\MSM\0171260,Trop malheureux Dermont
IT\ICCU\MSM\0171261,Prenons d'abord l'air bien méchant
IT\ICCU\MSM\0171262,Regnez en paix
IT\ICCU\MSM\0171263,De ta main cueille ce fruit
IT\ICCU\MSM\0171266,Le fils des Dieux atto 1.
IT\ICCU\MSM\0171267,Votre cour devint mon asile atto 1.
IT\ICCU\MSM\0171276,D'ici voiez ce beau domaine
IT\ICCU\MSM\0171277,Pauvre dame Marguerite
IT\ICCU\MSM\0171278,Ne vous affligez pas
IT\ICCU\MSM\0171279,"ciel, mes soeurs"
IT\ICCU\MSM\0171280,Ah! de quel souvenir affreux
IT\ICCU\MSM\0171282,A peine au sortir de l'enfance
IT\ICCU\MSM\0171283,Champs paternels
IT\ICCU\MSM\0168941,- Preludio -
IT\ICCU\MSM\0168942,Nel volto smarrito
IT\ICCU\MSM\0168977,D'una tradita vergine
IT\ICCU\MSM\0171758,Tergi l'ingiuste lagrime
IT\ICCU\MSM\0171760,Dirò che fida sei
IT\ICCU\MSM\0171891,Sinfonia ...
IT\ICCU\MSM\0171893,Caro suono lusinghiero
IT\ICCU\MSM\0171894,Caro suono lusinghiero
IT\ICCU\MSM\0172061,Giusto Dio che in me tu vedi
IT\ICCU\MSM\0172062,Torna alle patrie sponde
IT\ICCU\MSM\0172063,Torna alle patrie sponde
IT\ICCU\MSM\0170634,En secret non coeur mi dice
IT\ICCU\MSM\0171072,Tu che i miseri conforti
IT\ICCU\MSM\0171091,Amis la matinée est belle
IT\ICCU\MSM\0171230,Finale
IT\ICCU\MSM\0171238,Allegro assai
IT\ICCU\MSM\0171250,Son fanciulla da marito
IT\ICCU\MSM\0171251,Finale atto 1.
IT\ICCU\MSM\0171253,"Ahi lo trepiede, e lo spiedo"
IT\ICCU\MSM\0171268,Hélas d'une si pure flamme atto 2.
IT\ICCU\MSM\0171270,Grands Dieux! Si le remords vous touche atto 3.
IT\ICCU\MSM\0169273,Sinfonia
IT\ICCU\MSM\0169284,Giovinetto innamorato
IT\ICCU\MSM\0169419,Ma a chi mi vede e mi richiede
IT\ICCU\MSM\0177203,Scelta]
IT\ICCU\MSM\0177217,"Oh, tu che in seno agli angeli"
IT\ICCU\MSM\0177218,La vita ? inferno all'infelice
IT\ICCU\MSM\0177222,Romanza
IT\ICCU\MSM\0177368,Introduzione.
IT\ICCU\MSM\0177230,All'umile ostel natio
IT\ICCU\MSM\0177231,O jour de peine et de souffrance! 
IT\ICCU\MSM\0177232,Piano qui posi
IT\ICCU\MSM\0177234,Ah sì per voi già sento
IT\ICCU\MSM\0177627,Ouverture ?
IT\ICCU\MSM\0177897,Finale atto 1.
IT\ICCU\MSM\0177899,"Il tuo destino, ingrata"
IT\ICCU\MSM\0177900,L'ULTIMO ADDIO FUNESTO
IT\ICCU\MSM\0178034,Quando saprai o perfida
IT\ICCU\MSM\0177908,Se temi che Amore
IT\ICCU\MSM\0178043,Se il Ciel mi divide
IT\ICCU\MSM\0178044,Pensa bell'idol mio
IT\ICCU\MSM\0178045,Passi avanti favorisca
IT\ICCU\MSM\0178046,"Combattuto, ed agitato"
IT\ICCU\MSM\0178054,Qual gel di morte io sento
IT\ICCU\MSM\0178059,Vidi un giorno un vago oggetto
IT\ICCU\MSM\0178194,Che farò fra tanti affanni
IT\ICCU\MSM\0178068,Mentre dormi amato bene
IT\ICCU\MSM\0178203,Il mio ben quando verrà
IT\ICCU\MSM\0178204,Agitato in tante pene
IT\ICCU\MSM\0178205,"Cantiam, Nina, cantiamo"
IT\ICCU\MSM\0178206,"Se il cor, gli affetti suoi"
IT\ICCU\MSM\0178207,Mi sento... oh Dio!
IT\ICCU\MSM\0178208,Come! Ahimé! Partir degg'io
IT\ICCU\MSM\0178209,O momento fortunato!
IT\ICCU\MSM\0178210,Ninno Ni? Che chiamm'a me?
IT\ICCU\MSM\0178215,Com'è bello quale incanto
IT\ICCU\MSM\0178216,Si voli il primo a cogliere
IT\ICCU\MSM\0178217,M'odi ah m'odi
IT\ICCU\MSM\0178218,Atto 1.
IT\ICCU\MSM\0178219,Sinfonia ...
IT\ICCU\MSM\0178220,Tacea la notte placida
IT\ICCU\MSM\0170179,Am Feierabend
IT\ICCU\MSM\0170180,Der Neugierige
IT\ICCU\MSM\0170181,Ungeduld
IT\ICCU\MSM\0170182,Morgengruss
IT\ICCU\MSM\0170183,DES MULLERS BLUMEN
IT\ICCU\MSM\0177359,Risposte
IT\ICCU\MSM\0177360,Risposte
IT\ICCU\MSM\0177363,Terzetti
IT\ICCU\MSM\0177364,Coro
IT\ICCU\MSM\0177365,*Duetto
IT\ICCU\MSM\0177366,*Duetto
IT\ICCU\MSM\0177369,O Signor che dei re
IT\ICCU\MSM\0177370,Sì lo veggo
IT\ICCU\MSM\0177371,O spietato cimento
IT\ICCU\MSM\0177372,Intermezzi
IT\ICCU\MSM\0177373,Terzetti
IT\ICCU\MSM\0177374,Cori
IT\ICCU\MSM\0177375,Finali
IT\ICCU\MSM\0177888,*Kyrie
IT\ICCU\MSM\0178025,Vanne o cara tra le selve
IT\ICCU\MSM\0178038,Anima mia deh credimi
IT\ICCU\MSM\0178039,Se possono tanto due luci vezzose
IT\ICCU\MSM\0178041,Al ciel si corra
IT\ICCU\MSM\0178042,Dal mio sen sospiri ardenti
IT\ICCU\MSM\0178047,Preda son di un fido amore
IT\ICCU\MSM\0178048,Perchè da me non viene
IT\ICCU\MSM\0178049,Hai chi a levar mi viene?
IT\ICCU\MSM\0178188,Senza il caro amato bene
IT\ICCU\MSM\0178189,Ah che vicina io sento
IT\ICCU\MSM\0178190,Oh fatale terribile giorno
IT\ICCU\MSM\0178196,Dunque mio bene
IT\ICCU\MSM\0178197,Voglio cantar degl' uomini
IT\ICCU\MSM\0178198,Vieni... Ajebò...
IT\ICCU\MSM\0178199,Va caro figlio addio
IT\ICCU\MSM\0178200,"Dormi, o cara, dormi, o cara"
IT\ICCU\MSM\0178201,Ne'giorni tuoi felici
IT\ICCU\MSM\0178202,"Lontana da te, Lindoro"
IT\ICCU\MSM\0178211,Per l'amata padroncina
IT\ICCU\MSM\0172233,Questo pallore non viene d'amore
IT\ICCU\MSM\0177367,Finale
IT\ICCU\MSM\0177725,Aria e finale
IT\ICCU\MSM\0177737,Composizione
IT\ICCU\MSM\0177741,Marziale
IT\ICCU\MSM\0177883,Io talor più nol rammento
IT\ICCU\MSM\0177884,Ciel che ascolto
IT\ICCU\MSM\0178017,A questo sen deh vola
IT\ICCU\MSM\0178026,Quelle pupille tenere
IT\ICCU\MSM\0178029,Morirò ma a te ben mio
IT\ICCU\MSM\0178030,Ammaje na mpesa ebba
IT\ICCU\MSM\0178033,ho visto il gran mogolle
IT\ICCU\MSM\0178183,Quando lo troverò
IT\ICCU\MSM\0178192,Ah cara d'amore son cotto
IT\ICCU\MSM\0178193,Sento già qual voce in seno
IT\ICCU\MSM\0177701,Allor che i forti corrono
IT\ICCU\MSM\0177708,Oh come felici gioiscon gli sposi!
IT\ICCU\MSM\0177709,"Ernani! Ernani, involami"
IT\ICCU\MSM\0177715,"Solingo, errante e misero"
IT\ICCU\MSM\0177716,"Lo vedremo, o veglio audace"
IT\ICCU\MSM\0177717,Questa dunque è l'iniqua mercede
IT\ICCU\MSM\0177718,"No, non morrai ché i perfidi"
IT\ICCU\MSM\0177719,"Alla gioia, alle corse, alle gare; Tace il vento, è queta l’onda"
IT\ICCU\MSM\0177726,Quartetto
IT\ICCU\MSM\0177730,Inno a S. Cecilia
IT\ICCU\MSM\0177878,Sinfonia ...
IT\ICCU\MSM\0178008,Sinfonia
IT\ICCU\MSM\0178019,Questi è Ulisse! il padre mio
IT\ICCU\MSM\0178020,Giacché mi lasci
IT\ICCU\MSM\0178021,dì Carlo il molinaro
IT\ICCU\MSM\0178022,"Oh dolce, e caro istante"
IT\ICCU\MSM\0178023,Se torni vincitor
IT\ICCU\MSM\0178024,Se fiato in corpo avete
IT\ICCU\MSM\0178170,O istante felice
IT\ICCU\MSM\0177703,Bella figlia dell'amore
IT\ICCU\MSM\0177704,Finale
IT\ICCU\MSM\0177705,"Solingo, errante e misero"
IT\ICCU\MSM\0177706,Ad Augusta! Chi va là?
IT\ICCU\MSM\0177707,Esultiamo! Letizia ne inondi
IT\ICCU\MSM\0177712,No... vendetta più tremenda; Ah morir potessi adesso!
IT\ICCU\MSM\0177713,Come rugiada al cespite
IT\ICCU\MSM\0177714,Da quel dì che t'ho veduta
IT\ICCU\MSM\0177850,Dillo tel chiedo in merito
IT\ICCU\MSM\0177851,Un Soave non so che
IT\ICCU\MSM\0177852,Tacea la notte placida
IT\ICCU\MSM\0177721,Agnus Dei
IT\ICCU\MSM\0177722,Offertorio
IT\ICCU\MSM\0177857,Va crudele e al Dio spietato
IT\ICCU\MSM\0177858,Donzelle a penetrar
IT\ICCU\MSM\0177859,Miei rampolli femminini
IT\ICCU\MSM\0177872,*Kyrie
IT\ICCU\MSM\0177999,Vedersi oh Dio rapire
IT\ICCU\MSM\0178000,Deh consola i voti miei
IT\ICCU\MSM\0178009,Dolce dell'Anima
IT\ICCU\MSM\0178010,Ecco il soggiorno orribile
IT\ICCU\MSM\0178012,"Ma t'arresti, oh fiero caso"
IT\ICCU\MSM\0178013,Quel sepolcro che racchiude
IT\ICCU\MSM\0178014,"Questa, e la bella face che mi destina amore"
IT\ICCU\MSM\0178016,Piano non strepitate
IT\ICCU\MSM\0178156,La donna che ha contanti
IT\ICCU\MSM\0176413,Attento sotto un'Albero
IT\ICCU\MSM\0176415,Menuet
IT\ICCU\MSM\0176418,Frammento
IT\ICCU\MSM\0177845,*Kyrie
IT\ICCU\MSM\0177846,Forse un destin
IT\ICCU\MSM\0177847,Atto 2°
IT\ICCU\MSM\0177848,*Tu che accendi questo core
IT\ICCU\MSM\0177849,Forse un destin
IT\ICCU\MSM\0177853,Pensa alla patria
IT\ICCU\MSM\0177854,Lei perduta in core ascondo
IT\ICCU\MSM\0177856,Marcia trionfale
IT\ICCU\MSM\0177991,D'un barbaro affanno
IT\ICCU\MSM\0177992,"Io te so figlio, tu mi si padre"
IT\ICCU\MSM\0177993,Io cedo a detti tuoi
IT\ICCU\MSM\0177994,Ah non posso non mi fido
IT\ICCU\MSM\0177995,Al mio contento in seno
IT\ICCU\MSM\0178134,Del figlio diletto
IT\ICCU\MSM\0178135,Ah! mio bene mio dolce amore
IT\ICCU\MSM\0178297,Pietosa a me ti rendi
IT\ICCU\MSM\0176394,Ombre opache
IT\ICCU\MSM\0176406,Notturno
IT\ICCU\MSM\0176574,Amate il caro oggetto
IT\ICCU\MSM\0177977,"Ove son, chi sei"
IT\ICCU\MSM\0177989,Cedi al destin Medea
IT\ICCU\MSM\0177990,Tuoni il cielo a danni miei
IT\ICCU\MSM\0178116,Sinfonia ...
IT\ICCU\MSM\0178117,Qual cor tradisti
IT\ICCU\MSM\0178119,Sinfonia ...
IT\ICCU\MSM\0178125,Asthon? SI
IT\ICCU\MSM\0178126,Se vederla a me non lice
IT\ICCU\MSM\0178127,andate voi solo
IT\ICCU\MSM\0178286,Atto 3.
IT\ICCU\MSM\0178298,Chiedo al sonno che pietoso
IT\ICCU\MSM\0178299,Non é solo un tormento
IT\ICCU\MSM\0178300,Più che porto il piè lontano
IT\ICCU\MSM\0178301,A' clorinda al suo bene
IT\ICCU\MSM\0178302,Dopo tante pene
IT\ICCU\MSM\0178303,A cieli a stelle
IT\ICCU\MSM\0176237,Danza
IT\ICCU\MSM\0176238,Sinfonia ...
IT\ICCU\MSM\0176376,Erotik
IT\ICCU\MSM\0176378,Cum Sancto spiritu
IT\ICCU\MSM\0176381,Graduale di S. Antonio da Padova
IT\ICCU\MSM\0176392,Quoniam e Cum Sancto Spiritu
IT\ICCU\MSM\0176564,Ah più regger non poss'io
IT\ICCU\MSM\0176565,Scelta]
IT\ICCU\MSM\0176566,Fido silenzio amico
IT\ICCU\MSM\0176567,Ah balza di gioja
IT\ICCU\MSM\0176568,Quando vogliamo noi ben sappiamo
IT\ICCU\MSM\0176569,Caro bene ah dove sei
IT\ICCU\MSM\0176570,Ah! credetemi signore
IT\ICCU\MSM\0176768,Scelta]
IT\ICCU\MSM\0176769,Ehi fermatevi amici
IT\ICCU\MSM\0176770,S'e' vero quel che disse
IT\ICCU\MSM\0176771,Meritiamo
IT\ICCU\MSM\0176772,*Notte che stendi intorno
IT\ICCU\MSM\0178115,Qual cor tradisti
IT\ICCU\MSM\0178120,Preludio 1. atto
IT\ICCU\MSM\0178122,In un'estasi ch'eguale
IT\ICCU\MSM\0178123,Va crudele e al Dio spietato
IT\ICCU\MSM\0178268,Tutto è silenzio intorno
IT\ICCU\MSM\0176234,Dunque mio bene
IT\ICCU\MSM\0176367,Sinfonia
IT\ICCU\MSM\0176368,Atto 2°
IT\ICCU\MSM\0176385,Die ErklNrung
IT\ICCU\MSM\0176749,Oh via non mi seccate
IT\ICCU\MSM\0176750,L' amico e innamorato
IT\ICCU\MSM\0176571,Come Oh ciel! mor? il mio bene!
IT\ICCU\MSM\0176572,No No signor si fermi in grazia
IT\ICCU\MSM\0176573,Alle palme ed agli allori
IT\ICCU\MSM\0176762,Ombre tacite romite
IT\ICCU\MSM\0176773,Vedrai mio ben la pecora
IT\ICCU\MSM\0177000,Vincitor la man ti stendo
IT\ICCU\MSM\0177001,Se padre mi sei
IT\ICCU\MSM\0177002,Seconda signore quei moti del core
IT\ICCU\MSM\0178285,Atto 2°
IT\ICCU\MSM\0176358,Giga
IT\ICCU\MSM\0176738,Sinfonia
IT\ICCU\MSM\0176751,Un stolido son stato
IT\ICCU\MSM\0176752,Sinfonia ...
IT\ICCU\MSM\0176753,V'imprimete
IT\ICCU\MSM\0176955,Scelta]
IT\ICCU\MSM\0176957,Qui Mariam absolvisti.
IT\ICCU\MSM\0176958,Scelta]
IT\ICCU\MSM\0176970,Amore vi chiedo
IT\ICCU\MSM\0177147,Cum Sancto spiritu
IT\ICCU\MSM\0177148,// Domine Deus //
IT\ICCU\MSM\0177149,Scelta]
IT\ICCU\MSM\0177150,Scelta]
IT\ICCU\MSM\0177159,La brise souffle au loin
IT\ICCU\MSM\0177160,Piano qui posi approntisi il mio letto
IT\ICCU\MSM\0176216,Allegro
IT\ICCU\MSM\0177142,Qui Tollis
IT\ICCU\MSM\0177314,Cum Sancto spiritu
IT\ICCU\MSM\0177315,Cum Sancto spiritu
IT\ICCU\MSM\0177316,Scelta]
IT\ICCU\MSM\0177317,Qui Mariam absolvisti.
IT\ICCU\MSM\0176184,Scherzo ...
IT\ICCU\MSM\0176202,Ora gaudiosa
IT\ICCU\MSM\0176217,Adagio
IT\ICCU\MSM\0177107,Scelta
IT\ICCU\MSM\0177108,Nel furor delle tempeste
IT\ICCU\MSM\0177109,Col sorriso d'innocenza
IT\ICCU\MSM\0177136,Sinfonia ...
IT\ICCU\MSM\0177137,Salve o luce de' credenti
IT\ICCU\MSM\0177283,"Un uomo, un assassino"
IT\ICCU\MSM\0177284,Or bene che vi pare?
IT\ICCU\MSM\0177285,"Per sempre ti lascia, spezzato ? il mio cor"
IT\ICCU\MSM\0176700,Sinfonia ...
IT\ICCU\MSM\0176701,Sinfonia ...
IT\ICCU\MSM\0176702,Dolce sonno oh! tu chi sei
IT\ICCU\MSM\0176704,L? riviva il nostro amore
IT\ICCU\MSM\0177098,Cum Sancto spiritu
IT\ICCU\MSM\0177111,Eterna la memoria
IT\ICCU\MSM\0177265,Il ghiacciaio
IT\ICCU\MSM\0177266,LA SORGENTE
IT\ICCU\MSM\0177267,L'Alba
IT\ICCU\MSM\0177277,sinfonia d'apertura
IT\ICCU\MSM\0177278,Intermezzo sinfonico
IT\ICCU\MSM\0177281,Come in citt? una storia bizzarra
IT\ICCU\MSM\0177667,*Duetto
IT\ICCU\MSM\0177668,IL VECCHIOTTO CERCA MOGLIE
IT\ICCU\MSM\0177678,Preludio
IT\ICCU\MSM\0177811,Come dolce all'alma mia
IT\ICCU\MSM\0177812,Ah! non creda mirarti
IT\ICCU\MSM\0176456,Lasciami o Ciel pietoso
IT\ICCU\MSM\0176467,Preludio
IT\ICCU\MSM\0176477,Oh guardate che figura
IT\ICCU\MSM\0176482,"Alma Dea, che in sen mi vedi"
IT\ICCU\MSM\0176483,Quella spada or io ti rendo
IT\ICCU\MSM\0176498,Introduzione
IT\ICCU\MSM\0176694,Sinfonia ...
IT\ICCU\MSM\0176697,Versetti
IT\ICCU\MSM\0177102,È l'Assiria una regina
IT\ICCU\MSM\0177103,Scelta]
IT\ICCU\MSM\0177104,NUME POSSENTE
IT\ICCU\MSM\0177105,Oh quante volte
IT\ICCU\MSM\0177282,Allegri! Nel diletto la notte si consumi!
IT\ICCU\MSM\0177649,Era anch'io di quella schiera
IT\ICCU\MSM\0177650,Di mia patria o bel soggiorno
IT\ICCU\MSM\0177651,Tu non sai la nave è presta
IT\ICCU\MSM\0177657,La notte inoltrasi; *Tutto or morte oh Dio m'invola
IT\ICCU\MSM\0177658,Lode al gran Dio; *Odo il suon di chi sprezza i perigli
IT\ICCU\MSM\0177659,Di vergogna avvampo e ardo
IT\ICCU\MSM\0177669,La calunnia è un venticello
IT\ICCU\MSM\0177814,Passio in die Palmarum. Testo
IT\ICCU\MSM\0177815,Passio in Dominica Palmarum. Turba
IT\ICCU\MSM\0177941,*Kyrie
IT\ICCU\MSM\0176649,Sinfonia
IT\ICCU\MSM\0176650,Son qu? ancor io
IT\ICCU\MSM\0176651,Non brama
IT\ICCU\MSM\0176652,Ti sposerei
IT\ICCU\MSM\0176653,Adorabile contino perche mai cos? pensoso
IT\ICCU\MSM\0176659,Scelta]
IT\ICCU\MSM\0176660,Povero sciocco
IT\ICCU\MSM\0176661,Damine Mirandolina
IT\ICCU\MSM\0176662,Scelta]
IT\ICCU\MSM\0176663,Mettete qua' a Fabrizio dite
IT\ICCU\MSM\0176664,Or ora sono qu?
IT\ICCU\MSM\0176665,Gran premura signora per quel suo cameriere
IT\ICCU\MSM\0177078,Arietta
IT\ICCU\MSM\0177092,Scelta]
IT\ICCU\MSM\0177093,Scelta]
IT\ICCU\MSM\0177094,Qui Tollis
IT\ICCU\MSM\0177095,Qui Tollis
IT\ICCU\MSM\0177096,Scelta]
IT\ICCU\MSM\0177635,Sinfonia
IT\ICCU\MSM\0177636,Sinfonia
IT\ICCU\MSM\0177637,Ouverture
IT\ICCU\MSM\0177642,Sinfonia
IT\ICCU\MSM\0177643,Sinfonia
IT\ICCU\MSM\0177644,Sinfonia
IT\ICCU\MSM\0177645,sinfonia d'apertura
IT\ICCU\MSM\0177646,sinfonia d'apertura
IT\ICCU\MSM\0177652,Se pur giungi a trucidarlo
IT\ICCU\MSM\0177653,Vieni dell'Adria; *Finale primo
IT\ICCU\MSM\0177654,Siamo figli della notte; *Or che in cielo alta è la notte
IT\ICCU\MSM\0177655,"Io ti veggio, or vegli e tremi"
IT\ICCU\MSM\0177656,Bello ardir di congiurati
IT\ICCU\MSM\0177808,Oh! se una volta sola
IT\ICCU\MSM\0177809,Ella spenta io l'ho perduta
IT\ICCU\MSM\0177810,Finale atto 1.
IT\ICCU\MSM\0177932,*Kyrie
IT\ICCU\MSM\0177946,Fate dare ai miei cavalli
IT\ICCU\MSM\0176654,Signori quai trasporti!
IT\ICCU\MSM\0176655,Cavalier malnato
IT\ICCU\MSM\0176656,Ol? giudizio
IT\ICCU\MSM\0176657,Pi} resister non posso
IT\ICCU\MSM\0176658,Oh donne! Oh non dico di pi}
IT\ICCU\MSM\0177071,Scelta]
IT\ICCU\MSM\0177079,Scelta]
IT\ICCU\MSM\0177080,Caro nome che il mio cor
IT\ICCU\MSM\0177081,Deh non parlare al misero
IT\ICCU\MSM\0177082,"Veglia, o donna, questo fiore"
IT\ICCU\MSM\0177083,La donna ? mobile
IT\ICCU\MSM\0177084,Sangue a me quell'ombra chiede
IT\ICCU\MSM\0177250,All'età dell'innocenza
IT\ICCU\MSM\0177253,TRANQUILLO EI POSA
IT\ICCU\MSM\0177629,Sinfonia
IT\ICCU\MSM\0177638,Sinfonia
IT\ICCU\MSM\0177639,Sinfonia
IT\ICCU\MSM\0177647,sinfonia d'apertura
IT\ICCU\MSM\0177648,Issa là
IT\ICCU\MSM\0177779,Aria e finale
IT\ICCU\MSM\0177935,*Kyrie
IT\ICCU\MSM\0177936,Sola furtiva al tempio
IT\ICCU\MSM\0178069,"Ah, non giurar che m'ami"
IT\ICCU\MSM\0178079,Se pari al tuo nel petto
IT\ICCU\MSM\0178080,Almen per breve istante
IT\ICCU\MSM\0178221,Regnava nel silenzio
IT\ICCU\MSM\0178222,Oh duce ... oh eccesso orribile
IT\ICCU\MSM\0177075,"Ah, fors'è lui che l'anima"
IT\ICCU\MSM\0177076,Preludio
IT\ICCU\MSM\0177228,La brise souffle au loin
IT\ICCU\MSM\0177238,Col sangue sol cancellasi
IT\ICCU\MSM\0177242,Vidi dovunque gemere
IT\ICCU\MSM\0177243,Finale
IT\ICCU\MSM\0177244,capricci
IT\ICCU\MSM\0177245,O jour de peine et de souffrance! 
IT\ICCU\MSM\0177630,Ouverture
IT\ICCU\MSM\0177631,sinfonia d'apertura
IT\ICCU\MSM\0177632,Sinfonia
IT\ICCU\MSM\0177633,sinfonia d'apertura
IT\ICCU\MSM\0177634,Sinfonia
IT\ICCU\MSM\0177776,Di' tu se fedele
IT\ICCU\MSM\0177777,Celeste Aida
IT\ICCU\MSM\0177778,M'apparì tutt'amor
IT\ICCU\MSM\0177896,Quintetto finale 1. atto
IT\ICCU\MSM\0177904,Sinfonia
IT\ICCU\MSM\0177905,Sinfonia
IT\ICCU\MSM\0177906,Sinfonia
IT\ICCU\MSM\0177907,Alla mente ancor dubbiosa
IT\ICCU\MSM\0177916,Casta diva
IT\ICCU\MSM\0178060,Fosco il ciel balena
IT\ICCU\MSM\0178061,Vorrei sprezzar la sorte
IT\ICCU\MSM\0178063,Che farò senza Euridice!
IT\ICCU\MSM\0178064,Se mai senti spirarti sul volto
IT\ICCU\MSM\0178067,Un non sò che mi sento
IT\ICCU\MSM\0178071,La destra ti chiedo
IT\ICCU\MSM\0178072,Teco resti Anima mia
IT\ICCU\MSM\0178075,"Ricordati, ben mio"
IT\ICCU\MSM\0178212,Vicina a perdere l'amato oggetto
IT\ICCU\MSM\0178213,O momento fortunato!
IT\ICCU\MSM\0178214,O momento fortunato!
IT\ICCU\MSM\0178226,Lieta era d'essa e tanto?
IT\ICCU\MSM\0251773,Melodrame
IT\ICCU\MSM\0251803,Andante cantabile
IT\ICCU\MSM\0252298,Ouverture
IT\ICCU\MSM\0252290,O vergin mia
IT\ICCU\MSM\0252301,Oh di sorte crudel
IT\ICCU\LO1\1058739,*E' di sposa il caro nome
IT\ICCU\LO1\1058760,*Mio signore venerato
IT\ICCU\LO1\1058649,*Non ti muovere o briccone
IT\ICCU\LO1\1059919,*Preludio
IT\ICCU\LO1\1058015,Atto 2
